stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio,cluster,categoria_regla,categorias_candidatas,num_categorias_candidatas,estrato_muestreo,categoria_predicha,confianza_margen,categoria_final
90032,IVORY SHELL HEART NECKLACE,24,48,271.88,6.12,34,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.077391364271537,Joyería y Bijouterie
90033,IVORY SHELL HEART EARRINGS,18,22,55.88,2.54,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.00607411952953,Joyería y Bijouterie
90034,WHITE SILVER NECKLACE SHELL GLASS,5,5,50.48,10.1,34,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0847606882865817,Joyería y Bijouterie
90035A,PEARL SHELL 42 NECKL GREEN,16,24,257.55,10.72,34,,[],0,Sin regla,Joyería y Bijouterie,0.6416734810386995,Joyería y Bijouterie
90035B,PEARL SHELL 42 NECKL PINK,4,43,380.89,10.18,34,,[],0,Sin regla,Joyería y Bijouterie,0.5705709273456481,Joyería y Bijouterie
90035C,PEARL SHELL 42 NECKL IVORY,5,28,301.0,10.75,34,,[],0,Sin regla,Joyería y Bijouterie,0.48213540039335046,Joyería y Bijouterie
90036A,FLOWER GARLAND NECKLACE RED,20,27,215.76,8.01,36,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Decoración del Hogar']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.78847599919242,Joyería y Bijouterie
90036B,FLOWER GLASS GARLAND NECKL 36 GREEN,10,18,143.1,7.95,36,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.8933812436579323,Decoración del Hogar
90036C,FLOWER GLASS GARLAND NECKL 36 BLUE,15,31,246.83,7.98,36,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.022386821174684,Decoración del Hogar
90036D,FLOWER GLASS GARLAND NECKL 36 BLACK,16,38,302.29,7.96,36,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9710174286311297,Decoración del Hogar
90036E,FLOWER GLASS GARLD NECKL36 AMETHYST,28,45,358.87,7.99,36,,[],0,Sin regla,Joyería y Bijouterie,0.34333239311530306,Joyería y Bijouterie
90036F,FLOWER GLASS GARLD NECKL36 TURQUOIS,15,24,192.17,8.04,36,,[],0,Sin regla,Joyería y Bijouterie,0.019720193924686436,Sin clasificar
90037A,TINY CRYSTAL BRACELET RED,12,26,66.31,2.55,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.1120462706966867,Joyería y Bijouterie
90037B,TINY CRYSTAL BRACELET GREEN,10,28,71.17,2.53,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.050932024124215,Joyería y Bijouterie
90037C,TINY CRYSTAL BRACELET BLUE,13,26,66.08,2.53,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.051516803897222,Joyería y Bijouterie
90037D,TINY CRYSTALS BRACELET BLACK,8,14,35.87,2.57,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0629915163301726,Joyería y Bijouterie
90038A,GLASS AND PAINTED BEADS BRACELET TO,22,36,135.8,3.79,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9660372587603527,Joyería y Bijouterie
90038B,GLASS AND PAINTED BEADS BRACELET OL,13,21,79.19,3.78,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.977555448465691,Joyería y Bijouterie
90038C,GLASS AND BEADS BRACELET IVORY,9,19,71.46,3.77,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0713124821288393,Joyería y Bijouterie
90039A,FIRE POLISHED GLASS BRACELET RED,5,10,37.61,3.77,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.973058501739143,Joyería y Bijouterie
90039B,FIRE POLISHED GLASS BRACELET MONTAN,11,21,78.99,3.77,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9935684477280124,Joyería y Bijouterie
90039C,FIRE POLISHED GLASS BRACELET BLACK,12,23,86.65,3.78,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9783868551072579,Joyería y Bijouterie
90039D,FIRE POLISHED GLASS BRACELET GREEN,24,43,162.66,3.8,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9646315233642564,Joyería y Bijouterie
90040A,MURANO STYLE GLASS BRACELET RED,34,53,207.05,4.01,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.988136854950553,Joyería y Bijouterie
90040B,MURANO STYLE GLASS BRACELET BLACK,36,71,255.97,3.67,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9705155869894502,Joyería y Bijouterie
90040C,MURANO STYLE GLASS BRACELET GOLD,21,41,146.75,3.64,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.031183815945041,Joyería y Bijouterie
90040D,MURANO STYLE GLASS BRACELET PINK,25,41,148.87,3.71,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9345480047481536,Joyería y Bijouterie
90041,PEARL AND CHERRY QUARTZ BRACLET,6,7,25.67,3.7,22,,[],0,Sin regla,Joyería y Bijouterie,0.19621779600387546,Sin clasificar
90042A,FRESHWATER PEARL BRACELET GOLD,33,63,160.79,2.55,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.047680337588575,Joyería y Bijouterie
90042B,FRESHWATER PEARL BRACELET PINK,6,17,43.35,2.55,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.979620660235505,Joyería y Bijouterie
90042C,FRESHWATER PEARL BRACELET IVORY,26,59,150.21,2.54,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.974268747742188,Joyería y Bijouterie
90043,COPPER AND BRASS BAG CHARM,6,10,54.51,5.78,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,2.0890260260404894,Joyería y Bijouterie
90046,WHITE WITH METAL BAG CHARM,7,13,64.35,4.95,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.9226107303348254,Joyería y Bijouterie
90048,GREEN WITH METAL BAG CHARM,8,31,158.89,5.63,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.9663106767358012,Joyería y Bijouterie
90049,IVORY GOLD METAL BAG CHARM,6,20,114.24,7.49,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,2.0425988720183867,Joyería y Bijouterie
90050,CRACKED GLAZE NECKLACE IVORY,6,10,70.16,7.06,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.033245346374071,Joyería y Bijouterie
90051,CRACKED GLAZE NECKLACE RED,11,15,105.72,7.06,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.1653600396045487,Joyería y Bijouterie
90052,CRACKED GLAZE NECKLACE BROWN,5,7,49.58,7.14,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.029692222484895,Joyería y Bijouterie
90053,CRACKED GLAZE EARRINGS IVORY,10,10,25.23,2.52,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9927111556791763,Joyería y Bijouterie
90054,CRACKED GLAZE EARRINGS RED,17,17,43.02,2.53,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0515341004534466,Joyería y Bijouterie
90055,CRACKED GLAZE EARRINGS BROWN,10,10,25.28,2.53,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9762482745832044,Joyería y Bijouterie
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,14,19,207.94,11.01,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.94256392388793,Joyería y Bijouterie
90057,DIAMANTE RING ASSORTED IN BOX,37,1804,2675.88,1.8,4,,[],0,Sin regla,Joyería y Bijouterie,0.25291080108898545,Joyería y Bijouterie
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,13,576,218.88,0.38,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.8898000840576668,Joyería y Bijouterie
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,29,1082,509.08,0.47,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9569710991532543,Joyería y Bijouterie
90059A,DIAMANTE HAIR GRIP PACK 2 CRYSTAL,48,94,156.98,1.67,22,,[],0,Sin regla,Joyería y Bijouterie,0.38039039817803677,Joyería y Bijouterie
90059B,DIAMANTE HAIR GRIP PACK 2 BLACK DIA,16,27,44.87,1.67,22,,[],0,Sin regla,Cocina y Mesa,0.20197094427644646,Cocina y Mesa
90059C,DIAMANTE HAIR GRIP PACK 2 MONTANA,23,41,68.18,1.67,22,,[],0,Sin regla,Joyería y Bijouterie,0.15487193524822468,Sin clasificar
90059D,DIAMANTE HAIR GRIP PACK 2 PERIDOT,40,64,106.74,1.68,22,,[],0,Sin regla,Cocina y Mesa,0.12389172675743343,Sin clasificar
90059E,DIAMANTE HAIR GRIP PACK 2 RUBY,33,53,88.31,1.67,22,,[],0,Sin regla,Joyería y Bijouterie,0.029188125105223728,Sin clasificar
90059F,DIAMANTE HAIR GRIP PACK 2 LT ROSE,27,48,79.87,1.67,22,,[],0,Sin regla,Cocina y Mesa,0.07400162863810156,Sin clasificar
90060B,FIRE POLISHED GLASS NECKL GOLD,4,6,35.7,5.95,22,,[],0,Sin regla,Joyería y Bijouterie,0.6916298880178766,Joyería y Bijouterie
90060C,FIRE POLISHED GLASS NECKL SILVER,3,7,41.65,5.95,22,,[],0,Sin regla,Joyería y Bijouterie,0.521439957826764,Joyería y Bijouterie
90060D,FIRE POLISHED GLASS NECKL BRONZE,8,12,71.4,5.95,22,,[],0,Sin regla,Joyería y Bijouterie,0.5970697137820463,Joyería y Bijouterie
90060F,FIRE POLISHED GLASS NECKL GREEN,18,28,166.14,5.92,22,,[],0,Sin regla,Joyería y Bijouterie,0.5706511817326163,Joyería y Bijouterie
90062,CARNIVAL BRACELET,110,204,2591.42,12.66,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0006191043071677,Joyería y Bijouterie
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,13,21,178.48,8.5,22,,[],0,Sin regla,Joyería y Bijouterie,1.1193614448992102,Joyería y Bijouterie
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,14,20,170.17,8.51,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9585036441238093,Joyería y Bijouterie
90064A,WHITE VINTAGE CRYSTAL EARRINGS,12,20,79.14,4.05,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.069150630852087,Joyería y Bijouterie
90064B,BLACK VINTAGE CRYSTAL EARRINGS,12,21,78.75,3.75,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.148097005212062,Joyería y Bijouterie
90065A,WHITE VINTAGE CRYSTAL BRACELET,16,26,180.46,7.06,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0895079372776886,Joyería y Bijouterie
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,16,22,154.87,7.0,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0285175489843694,Joyería y Bijouterie
90066A,PINK VINTAGE VICTORIAN CHOKER,2,5,33.75,6.75,22,,[],0,Sin regla,Joyería y Bijouterie,0.006500327379457493,Sin clasificar
90067A,PINK VINTAGE VICTORIAN EARRINGS,16,33,97.24,2.94,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9519389493107209,Joyería y Bijouterie
90067B,BROWN VINTAGE VICTORIAN EARRINGS,6,16,47.12,2.94,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9130672024823352,Joyería y Bijouterie
90068,RUBY GLASS NECKLACE 42,2,2,15.0,7.5,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.2501784152515203,Joyería y Bijouterie
90069,RUBY GLASS CLUSTER NECKLACE,5,11,82.5,7.5,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9768751517189909,Joyería y Bijouterie
90070,RUBY GLASS CLUSTER BRACELET,35,63,385.15,6.22,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0286675747706377,Joyería y Bijouterie
90071,RUBY GLASS CLUSTER EARRINGS,73,87,108.99,1.25,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9108613031057757,Joyería y Bijouterie
90072,RUBY DROP CHANDELIER EARRINGS,30,44,176.31,4.11,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9615839269882214,Joyería y Bijouterie
90073,VINTAGE ENAMEL CRYSTAL EARRINGS,34,50,250.34,5.03,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9714214232046054,Joyería y Bijouterie
90074,BLACK DIAMOND CLUSTER NECKLACE,6,7,64.09,9.19,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.940265581328665,Joyería y Bijouterie
90075,MONTANA DIAMOND CLUSTER NECKLACE,8,10,92.18,9.21,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9862011686249037,Joyería y Bijouterie
90076,MONTANA DIAMOND CLUSTER EARRINGS,7,12,33.0,2.89,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9771749838292907,Joyería y Bijouterie
90077,BLACK DIAMOND CLUSTER EARRINGS,5,5,14.4,2.88,18,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.980141482407865,Joyería y Bijouterie
90078,PINK WHITE GLASS DEMI CHOKER,5,9,67.64,7.53,22,,[],0,Sin regla,Cocina y Mesa,0.051185666206831626,Sin clasificar
90079,VINTAGE ENAMEL CRYSTAL NECKLACE,13,21,104.77,5.01,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.986660537942576,Joyería y Bijouterie
90081A,LILY BROOCH AMETHYST COLOUR,24,49,242.8,4.96,22,,[],0,Sin regla,Papelería y Tarjetería,0.01803570032885915,Sin clasificar
90081B,LILY BROOCH WHITE SILVER COLOUR,3,7,34.65,4.95,22,,[],0,Sin regla,Papelería y Tarjetería,0.001845224224560127,Sin clasificar
90081C,LILY BROOCH OLIVE COLOUR,36,50,250.47,5.03,22,,[],0,Sin regla,Papelería y Tarjetería,0.16867201156438527,Sin clasificar
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,32,55,353.71,6.48,22,,[],0,Sin regla,Cocina y Mesa,0.05258163058392751,Sin clasificar
90082B,DIAMANTE BOW BROOCH RED COLOUR,25,58,368.3,6.35,22,,[],0,Sin regla,Cocina y Mesa,0.19075939780785,Sin clasificar
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,3,3,19.93,6.64,22,,[],0,Sin regla,Cocina y Mesa,0.1255284360804576,Sin clasificar
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,51,103,664.35,6.51,22,,[],0,Sin regla,Cocina y Mesa,0.30531214579586874,Cocina y Mesa
90083,CRYSTAL CZECH CROSS PHONE CHARM,15,52,48.08,1.33,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.302669945927389,Joyería y Bijouterie
90084,PINK CRYSTAL GUITAR PHONE CHARM,9,64,54.4,0.85,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.160795284288775,Joyería y Bijouterie
90085,CRYSTAL STILETTO PHONE CHARM,29,311,275.53,1.18,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.343236142806239,Joyería y Bijouterie
90086,CRYSTAL FROG PHONE CHARM,46,216,182.79,1.42,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0439004437882864,Joyería y Bijouterie
90087,CRYSTAL SEA HORSE PHONE CHARM,53,311,249.56,1.38,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0024566473763095,Joyería y Bijouterie
90088,CRYSTAL KEY LOCK PHONE CHARM,14,101,86.7,0.91,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.6748321843774177,Joyería y Bijouterie
90089,PINK CRYSTAL SKULL PHONE CHARM,26,104,91.9,1.23,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9924545522511403,Joyería y Bijouterie
90090,PINK CRYSTAL HEART PHONE CHARM,25,263,227.72,1.02,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.161921253519272,Joyería y Bijouterie
90091,CRYSTAL DRAGONFLY PHONE CHARM,2,3,2.55,0.85,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.2741563599244987,Joyería y Bijouterie
90092,BLUE CRYSTAL BOOT PHONE CHARM,12,102,87.51,0.92,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.2242828372617964,Joyería y Bijouterie
90093,CLEAR CRYSTAL STAR PHONE CHARM,25,209,165.34,1.08,29,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9246973954956634,Joyería y Bijouterie
90094,NECKLACE BRACELET SET FRUIT SALAD,39,74,187.62,2.54,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.0466992057836855,Joyería y Bijouterie
90095,NECKLACE BRACELET SET PINK BLOSSOM,3,8,22.91,3.39,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.0510669064550235,Joyería y Bijouterie
90096,NECKLACE BRACELET SET BLUE BLOSSOM,51,104,243.61,2.47,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.064607373907714,Joyería y Bijouterie
90098,NECKLACE BRACELET PINK BUTTERFLY,55,137,301.28,2.32,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.324377005123541,Joyería y Bijouterie
90099,NECKLACE BRACELET SET BLUE HIBISCUS,25,42,129.69,3.25,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.263455907597394,Joyería y Bijouterie
90100,NECKLACE BRACELET SET PINK DAISY,12,30,76.5,2.55,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,3.319270770058047,Joyería y Bijouterie
90101,WHITE FRANGIPANI NECKLACE,29,52,131.16,2.52,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9565904095494862,Joyería y Bijouterie
90102,WHITE FRANGIPANI HAIR CLIP,4,19,16.11,0.84,22,,[],0,Sin regla,Joyería y Bijouterie,0.0193995910044491,Sin clasificar
90103,PURPLE FRANGIPANI NECKLACE,30,44,110.85,2.52,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.995656986303938,Joyería y Bijouterie
90104,PURPLE FRANGIPANI HAIRCLIP,50,129,108.11,0.83,22,,[],0,Sin regla,Joyería y Bijouterie,0.14367292415427846,Sin clasificar
90108,BLUE BLOSSOM HAIR CLIP,21,109,125.83,1.59,22,,[],0,Sin regla,Papelería y Tarjetería,0.23988856970783606,Papelería y Tarjetería
90111,BLUE HIBISCUS HAIR CLIP,6,7,7.35,1.05,22,,[],0,Sin regla,Cocina y Mesa,0.11315190678057896,Sin clasificar
90112,PINK DOLLY HAIR CLIPS,21,84,91.25,1.11,22,,[],0,Sin regla,Papelería y Tarjetería,0.1717378252830687,Sin clasificar
90114,SUMMER DAISIES BAG CHARM,111,205,514.18,2.49,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.9444635683961393,Joyería y Bijouterie
90115,SUMMER BUTTERFLIES BAG CHARM,60,108,278.96,2.63,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.8998568573656285,Joyería y Bijouterie
90116,FRUIT SALAD BAG CHARM,63,106,225.52,2.33,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.9154023601791481,Joyería y Bijouterie
90118,PINK DAISY BAG CHARM,29,42,107.39,2.58,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.8693046862108096,Joyería y Bijouterie
90119,METALIC LEAVES BAG CHARMS,42,97,243.07,2.54,6,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.6964621801880535,Joyería y Bijouterie
90120A,PINK MURANO TWIST BRACELET,41,93,395.68,4.26,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0124093402118195,Joyería y Bijouterie
90120B,BLUE MURANO TWIST BRACELET,42,107,451.44,4.19,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.027925041033451,Joyería y Bijouterie
90120C,GREEN MURANO TWIST BRACELET,58,109,462.32,4.24,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9902469451536453,Joyería y Bijouterie
90120D,WHITE MURANO TWIST BRACELET,40,134,554.13,4.2,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0140791319193996,Joyería y Bijouterie
90121B,VINTAGE ROSE BEAD BRACELET BLUE,9,19,80.75,4.25,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0250401144375783,Joyería y Bijouterie
90122A,PINK CRYSTAL GLASS BRACELET,31,55,273.89,5.0,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.4714683664791126,Joyería y Bijouterie
90122B,JADE CRYSTAL GLASS BRACELET,26,46,228.99,5.0,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.422698696866611,Joyería y Bijouterie
90122C,TURQUOISE CRYSTAL GLASS BRACELET,30,54,269.1,5.01,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.1686623276311057,Joyería y Bijouterie
90123A,PINK HEART OF GLASS BRACELET,19,36,214.07,5.94,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.2439764808471634,Joyería y Bijouterie
90123B,TURQUOISE HEART OF GLASS BRACELET,13,26,154.69,5.95,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.928626992644467,Joyería y Bijouterie
90123C,GREEN HEART OF GLASS BRACELET,12,27,160.75,5.96,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.202241540862342,Joyería y Bijouterie
90123D,WHITE HEART OF GLASS BRACELET,14,29,172.39,5.94,5,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,2.0700250744670603,Joyería y Bijouterie
90124A,PINK MURANO TWIST NECKLACE,20,30,299.28,9.99,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9989647373861876,Joyería y Bijouterie
90124B,BLUE MURANO TWIST NECKLACE,30,39,391.18,10.05,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9942445670417306,Joyería y Bijouterie
90124C,GREEN MURANO TWIST NECKLACE,16,22,220.21,10.03,28,Joyería y Bijouterie,['Joyería y Bijouterie'],1,Joyería y Bijouterie,Joyería y Bijouterie,1.9805485528531044,Joyería y Bijouterie
90125A,PINK BERTIE GLASS BEAD BAG CHARM,18,149,183.97,2.02,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,2.000974208112468,Joyería y Bijouterie
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,17,44,79.57,2.21,29,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Bolsos y Carteras']",2,Joyería y Bijouterie,Joyería y Bijouterie,2.0397454421909162,Joyería y Bijouterie
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,10,92,101.35,1.66,29,,[],0,Sin regla,Joyería y Bijouterie,1.4497381525659891,Joyería y Bijouterie
